idx,title,text,url
341,19 ноември,19 ноември е 323-тият ден в годината според григорианския календар (324-ти през високосна),https://bg.wikipedia.org/wiki/19_%D0%BD%D0%BE%D0%B5%D0%BC%D0%B2%D1%80%D0%B8
342,20 ноември,20 ноември е 324-тият ден в годината според григорианския календар (325-и през високосна),https://bg.wikipedia.org/wiki/20_%D0%BD%D0%BE%D0%B5%D0%BC%D0%B2%D1%80%D0%B8
343,21 ноември,21 ноември е 325-ият ден в годината според григорианския календар (326-и през високосна година),https://bg.wikipedia.org/wiki/21_%D0%BD%D0%BE%D0%B5%D0%BC%D0%B2%D1%80%D0%B8
344,22 ноември,22 ноември е 326-ият ден в годината според григорианския календар (327-и през високосна),https://bg.wikipedia.org/wiki/22_%D0%BD%D0%BE%D0%B5%D0%BC%D0%B2%D1%80%D0%B8
345,23 ноември,23 ноември е 327-ият ден в годината според григорианския календар (328-и през високосна),https://bg.wikipedia.org/wiki/23_%D0%BD%D0%BE%D0%B5%D0%BC%D0%B2%D1%80%D0%B8
346,24 ноември,24 ноември е 328-ият ден в годината според григорианския календар (329-и през високосна),https://bg.wikipedia.org/wiki/24_%D0%BD%D0%BE%D0%B5%D0%BC%D0%B2%D1%80%D0%B8
347,25 ноември,25 ноември е 329-ият ден в годината според григорианския календар (330-и през високосна година),https://bg.wikipedia.org/wiki/25_%D0%BD%D0%BE%D0%B5%D0%BC%D0%B2%D1%80%D0%B8
348,26 ноември,26 ноември е 330-ият ден в годината според григорианския календар (331-ви през високосна),https://bg.wikipedia.org/wiki/26_%D0%BD%D0%BE%D0%B5%D0%BC%D0%B2%D1%80%D0%B8
349,27 ноември,27 ноември е 331-вият ден в годината според григорианския календар (332-ри през високосна),https://bg.wikipedia.org/wiki/27_%D0%BD%D0%BE%D0%B5%D0%BC%D0%B2%D1%80%D0%B8
350,28 ноември,28 ноември е 332-рият ден в годината според григорианския календар (333-ти през високосна),https://bg.wikipedia.org/wiki/28_%D0%BD%D0%BE%D0%B5%D0%BC%D0%B2%D1%80%D0%B8
351,29 ноември,29 ноември е 333-тият ден в годината според григорианския календар (334-ти през високосна година),https://bg.wikipedia.org/wiki/29_%D0%BD%D0%BE%D0%B5%D0%BC%D0%B2%D1%80%D0%B8
352,30 ноември,30 ноември е 334-тият ден в годината според григорианския календар (335-и през високосна),https://bg.wikipedia.org/wiki/30_%D0%BD%D0%BE%D0%B5%D0%BC%D0%B2%D1%80%D0%B8
353,6 декември,6 декември е 340-ият ден в годината според григорианския календар (341-ви през високосна),https://bg.wikipedia.org/wiki/6_%D0%B4%D0%B5%D0%BA%D0%B5%D0%BC%D0%B2%D1%80%D0%B8
354,7 декември,7 декември е 341-вият ден в годината според григорианския календар (342-ри през високосна),https://bg.wikipedia.org/wiki/7_%D0%B4%D0%B5%D0%BA%D0%B5%D0%BC%D0%B2%D1%80%D0%B8
355,8 декември,8 декември е 342-рият ден в годината според григорианския календар (343-ти през високосна),https://bg.wikipedia.org/wiki/8_%D0%B4%D0%B5%D0%BA%D0%B5%D0%BC%D0%B2%D1%80%D0%B8
356,9 декември,9 декември е 343-тият ден в годината според григорианския календар (344-ти през високосна),https://bg.wikipedia.org/wiki/9_%D0%B4%D0%B5%D0%BA%D0%B5%D0%BC%D0%B2%D1%80%D0%B8
357,10 декември,10 декември е 344-тият ден в годината според григорианския календар (345-и през високосна година),https://bg.wikipedia.org/wiki/10_%D0%B4%D0%B5%D0%BA%D0%B5%D0%BC%D0%B2%D1%80%D0%B8
358,11 декември,11 декември е 345-ият ден в годината според григорианския календар (346-и през високосна година),https://bg.wikipedia.org/wiki/11_%D0%B4%D0%B5%D0%BA%D0%B5%D0%BC%D0%B2%D1%80%D0%B8
359,12 декември,12 декември е 346-ият ден в годината според григорианския календар (347-и през високосна),https://bg.wikipedia.org/wiki/12_%D0%B4%D0%B5%D0%BA%D0%B5%D0%BC%D0%B2%D1%80%D0%B8
360,13 декември,13 декември е 347-ият ден в годината според григорианския календар (348-и през високосна година),https://bg.wikipedia.org/wiki/13_%D0%B4%D0%B5%D0%BA%D0%B5%D0%BC%D0%B2%D1%80%D0%B8
361,14 декември,14 декември е 348-ият ден в годината според григорианския календар (349-и през високосна година),https://bg.wikipedia.org/wiki/14_%D0%B4%D0%B5%D0%BA%D0%B5%D0%BC%D0%B2%D1%80%D0%B8
362,15 декември,15 декември е 349-ият ден в годината според григорианския календар (350-и през високосна),https://bg.wikipedia.org/wiki/15_%D0%B4%D0%B5%D0%BA%D0%B5%D0%BC%D0%B2%D1%80%D0%B8
363,16 декември,16 декември е 350-ият ден в годината според григорианския календар (351-ви през високосна година),https://bg.wikipedia.org/wiki/16_%D0%B4%D0%B5%D0%BA%D0%B5%D0%BC%D0%B2%D1%80%D0%B8
364,17 декември,17 декември е 351-вият ден в годината според григорианския календар (352-ри през високосна),https://bg.wikipedia.org/wiki/17_%D0%B4%D0%B5%D0%BA%D0%B5%D0%BC%D0%B2%D1%80%D0%B8
365,18 декември,18 декември е 352-рият ден в годината според григорианския календар (353-ти през високосна),https://bg.wikipedia.org/wiki/18_%D0%B4%D0%B5%D0%BA%D0%B5%D0%BC%D0%B2%D1%80%D0%B8
366,19 декември,19 декември е 353-тият ден в годината според григорианския календар (354-ти през високосна),https://bg.wikipedia.org/wiki/19_%D0%B4%D0%B5%D0%BA%D0%B5%D0%BC%D0%B2%D1%80%D0%B8
367,20 декември,20 декември е 354-тият ден в годината според григорианския календар (355-и през високосна),https://bg.wikipedia.org/wiki/20_%D0%B4%D0%B5%D0%BA%D0%B5%D0%BC%D0%B2%D1%80%D0%B8
368,21 декември,21 декември е 355-ият ден в годината според григорианския календар (356-и през високосна година),https://bg.wikipedia.org/wiki/21_%D0%B4%D0%B5%D0%BA%D0%B5%D0%BC%D0%B2%D1%80%D0%B8
369,22 декември,22 декември е 356-ият ден в годината според григорианския календар (357-и през високосна),https://bg.wikipedia.org/wiki/22_%D0%B4%D0%B5%D0%BA%D0%B5%D0%BC%D0%B2%D1%80%D0%B8
370,23 декември,23 декември е 357-ият ден в годината според григорианския календар (358-и през високосна година),https://bg.wikipedia.org/wiki/23_%D0%B4%D0%B5%D0%BA%D0%B5%D0%BC%D0%B2%D1%80%D0%B8
371,24 декември,24 декември е 358-ият ден в годината според григорианския календар (359-и през високосна година),https://bg.wikipedia.org/wiki/24_%D0%B4%D0%B5%D0%BA%D0%B5%D0%BC%D0%B2%D1%80%D0%B8
372,25 декември,25 декември е 359-ият ден в годината според григорианския календар (360-и през високосна),https://bg.wikipedia.org/wiki/25_%D0%B4%D0%B5%D0%BA%D0%B5%D0%BC%D0%B2%D1%80%D0%B8
373,26 декември,26 декември е 360-ият ден в годината според григорианския календар (361-ви през високосна),https://bg.wikipedia.org/wiki/26_%D0%B4%D0%B5%D0%BA%D0%B5%D0%BC%D0%B2%D1%80%D0%B8
374,27 декември,27 декември е 361-вият ден в годината според григорианския календар (362-ри през високосна),https://bg.wikipedia.org/wiki/27_%D0%B4%D0%B5%D0%BA%D0%B5%D0%BC%D0%B2%D1%80%D0%B8
375,28 декември,28 декември е 362-рият ден в годината според григорианския календар (363-ти през високосна),https://bg.wikipedia.org/wiki/28_%D0%B4%D0%B5%D0%BA%D0%B5%D0%BC%D0%B2%D1%80%D0%B8
376,29 декември,29 декември е 363-тият ден в годината според григорианския календар (364-ти през високосна),https://bg.wikipedia.org/wiki/29_%D0%B4%D0%B5%D0%BA%D0%B5%D0%BC%D0%B2%D1%80%D0%B8
377,30 декември,30 декември е 364-тият ден в годината според григорианския календар (365-и през високосна година),https://bg.wikipedia.org/wiki/30_%D0%B4%D0%B5%D0%BA%D0%B5%D0%BC%D0%B2%D1%80%D0%B8
378,31 декември,"31 декември е последният ден в годината според григорианския календар, 365-и подред (366-и през високосна година)",https://bg.wikipedia.org/wiki/31_%D0%B4%D0%B5%D0%BA%D0%B5%D0%BC%D0%B2%D1%80%D0%B8
379,5 декември,5 декември е 339-ият ден в годината според григорианския календар (340-и през високосна),https://bg.wikipedia.org/wiki/5_%D0%B4%D0%B5%D0%BA%D0%B5%D0%BC%D0%B2%D1%80%D0%B8
380,"Обикновена година, започваща в четвъртък","Това е календарът за обикновена година, започваща в четвъртък","https://bg.wikipedia.org/wiki/%D0%9E%D0%B1%D0%B8%D0%BA%D0%BD%D0%BE%D0%B2%D0%B5%D0%BD%D0%B0_%D0%B3%D0%BE%D0%B4%D0%B8%D0%BD%D0%B0,_%D0%B7%D0%B0%D0%BF%D0%BE%D1%87%D0%B2%D0%B0%D1%89%D0%B0_%D0%B2_%D1%87%D0%B5%D1%82%D0%B2%D1%8A%D1%80%D1%82%D1%8A%D0%BA"
381,"Обикновена година, започваща в сряда","Това е календарът за обикновена година, започваща в сряда","https://bg.wikipedia.org/wiki/%D0%9E%D0%B1%D0%B8%D0%BA%D0%BD%D0%BE%D0%B2%D0%B5%D0%BD%D0%B0_%D0%B3%D0%BE%D0%B4%D0%B8%D0%BD%D0%B0,_%D0%B7%D0%B0%D0%BF%D0%BE%D1%87%D0%B2%D0%B0%D1%89%D0%B0_%D0%B2_%D1%81%D1%80%D1%8F%D0%B4%D0%B0"
382,"Високосна година, започваща в сряда","Това е календарът за високосна година, започваща в сряда","https://bg.wikipedia.org/wiki/%D0%92%D0%B8%D1%81%D0%BE%D0%BA%D0%BE%D1%81%D0%BD%D0%B0_%D0%B3%D0%BE%D0%B4%D0%B8%D0%BD%D0%B0,_%D0%B7%D0%B0%D0%BF%D0%BE%D1%87%D0%B2%D0%B0%D1%89%D0%B0_%D0%B2_%D1%81%D1%80%D1%8F%D0%B4%D0%B0"
383,"Обикновена година, започваща във вторник","Това е календарът за обикновена година, започваща във вторник","https://bg.wikipedia.org/wiki/%D0%9E%D0%B1%D0%B8%D0%BA%D0%BD%D0%BE%D0%B2%D0%B5%D0%BD%D0%B0_%D0%B3%D0%BE%D0%B4%D0%B8%D0%BD%D0%B0,_%D0%B7%D0%B0%D0%BF%D0%BE%D1%87%D0%B2%D0%B0%D1%89%D0%B0_%D0%B2%D1%8A%D0%B2_%D0%B2%D1%82%D0%BE%D1%80%D0%BD%D0%B8%D0%BA"
384,"Високосна година, започваща в неделя","Това е календарът за високосна година, започваща в неделя","https://bg.wikipedia.org/wiki/%D0%92%D0%B8%D1%81%D0%BE%D0%BA%D0%BE%D1%81%D0%BD%D0%B0_%D0%B3%D0%BE%D0%B4%D0%B8%D0%BD%D0%B0,_%D0%B7%D0%B0%D0%BF%D0%BE%D1%87%D0%B2%D0%B0%D1%89%D0%B0_%D0%B2_%D0%BD%D0%B5%D0%B4%D0%B5%D0%BB%D1%8F"
385,"Високосна година, започваща в петък","Това е календарът за високосна година, започваща в петък","https://bg.wikipedia.org/wiki/%D0%92%D0%B8%D1%81%D0%BE%D0%BA%D0%BE%D1%81%D0%BD%D0%B0_%D0%B3%D0%BE%D0%B4%D0%B8%D0%BD%D0%B0,_%D0%B7%D0%B0%D0%BF%D0%BE%D1%87%D0%B2%D0%B0%D1%89%D0%B0_%D0%B2_%D0%BF%D0%B5%D1%82%D1%8A%D0%BA"
386,"Обикновена година, започваща в неделя","Това е календарът за обикновена година, започваща в неделя","https://bg.wikipedia.org/wiki/%D0%9E%D0%B1%D0%B8%D0%BA%D0%BD%D0%BE%D0%B2%D0%B5%D0%BD%D0%B0_%D0%B3%D0%BE%D0%B4%D0%B8%D0%BD%D0%B0,_%D0%B7%D0%B0%D0%BF%D0%BE%D1%87%D0%B2%D0%B0%D1%89%D0%B0_%D0%B2_%D0%BD%D0%B5%D0%B4%D0%B5%D0%BB%D1%8F"
387,"Обикновена година, започваща в понеделник","Това е календарът за обикновена година, започваща в понеделник","https://bg.wikipedia.org/wiki/%D0%9E%D0%B1%D0%B8%D0%BA%D0%BD%D0%BE%D0%B2%D0%B5%D0%BD%D0%B0_%D0%B3%D0%BE%D0%B4%D0%B8%D0%BD%D0%B0,_%D0%B7%D0%B0%D0%BF%D0%BE%D1%87%D0%B2%D0%B0%D1%89%D0%B0_%D0%B2_%D0%BF%D0%BE%D0%BD%D0%B5%D0%B4%D0%B5%D0%BB%D0%BD%D0%B8%D0%BA"
388,"Обикновена година, започваща в петък","Това е календарът за обикновена година, започваща в петък","https://bg.wikipedia.org/wiki/%D0%9E%D0%B1%D0%B8%D0%BA%D0%BD%D0%BE%D0%B2%D0%B5%D0%BD%D0%B0_%D0%B3%D0%BE%D0%B4%D0%B8%D0%BD%D0%B0,_%D0%B7%D0%B0%D0%BF%D0%BE%D1%87%D0%B2%D0%B0%D1%89%D0%B0_%D0%B2_%D0%BF%D0%B5%D1%82%D1%8A%D0%BA"
389,"Обикновена година, започваща в събота","Това е календарът за обикновена година, започваща в събота","https://bg.wikipedia.org/wiki/%D0%9E%D0%B1%D0%B8%D0%BA%D0%BD%D0%BE%D0%B2%D0%B5%D0%BD%D0%B0_%D0%B3%D0%BE%D0%B4%D0%B8%D0%BD%D0%B0,_%D0%B7%D0%B0%D0%BF%D0%BE%D1%87%D0%B2%D0%B0%D1%89%D0%B0_%D0%B2_%D1%81%D1%8A%D0%B1%D0%BE%D1%82%D0%B0"
390,"Високосна година, започваща в понеделник","Това е календарът за високосна година, започваща в понеделник","https://bg.wikipedia.org/wiki/%D0%92%D0%B8%D1%81%D0%BE%D0%BA%D0%BE%D1%81%D0%BD%D0%B0_%D0%B3%D0%BE%D0%B4%D0%B8%D0%BD%D0%B0,_%D0%B7%D0%B0%D0%BF%D0%BE%D1%87%D0%B2%D0%B0%D1%89%D0%B0_%D0%B2_%D0%BF%D0%BE%D0%BD%D0%B5%D0%B4%D0%B5%D0%BB%D0%BD%D0%B8%D0%BA"
391,"Високосна година, започваща в събота","Това е календарът за високосна година, започваща в събота","https://bg.wikipedia.org/wiki/%D0%92%D0%B8%D1%81%D0%BE%D0%BA%D0%BE%D1%81%D0%BD%D0%B0_%D0%B3%D0%BE%D0%B4%D0%B8%D0%BD%D0%B0,_%D0%B7%D0%B0%D0%BF%D0%BE%D1%87%D0%B2%D0%B0%D1%89%D0%B0_%D0%B2_%D1%81%D1%8A%D0%B1%D0%BE%D1%82%D0%B0"
392,"Високосна година, започваща в четвъртък","Това е календарът за високосна година, започваща в четвъртък","https://bg.wikipedia.org/wiki/%D0%92%D0%B8%D1%81%D0%BE%D0%BA%D0%BE%D1%81%D0%BD%D0%B0_%D0%B3%D0%BE%D0%B4%D0%B8%D0%BD%D0%B0,_%D0%B7%D0%B0%D0%BF%D0%BE%D1%87%D0%B2%D0%B0%D1%89%D0%B0_%D0%B2_%D1%87%D0%B5%D1%82%D0%B2%D1%8A%D1%80%D1%82%D1%8A%D0%BA"
393,"Високосна година, започваща във вторник","Това е календарът за високосна година, започваща във вторник","https://bg.wikipedia.org/wiki/%D0%92%D0%B8%D1%81%D0%BE%D0%BA%D0%BE%D1%81%D0%BD%D0%B0_%D0%B3%D0%BE%D0%B4%D0%B8%D0%BD%D0%B0,_%D0%B7%D0%B0%D0%BF%D0%BE%D1%87%D0%B2%D0%B0%D1%89%D0%B0_%D0%B2%D1%8A%D0%B2_%D0%B2%D1%82%D0%BE%D1%80%D0%BD%D0%B8%D0%BA"
394,География,"мини|250п|Физическа карта на света
География (от старогръцки: γαία, земя и γράφω, графо, пишаγεωγραφία – земеписание) или остарелите думи землеописаниеИзползва се в първия учебник по география на български от Неофит Бозвели и Емануил Васкидович, ",https://bg.wikipedia.org/wiki/%D0%93%D0%B5%D0%BE%D0%B3%D1%80%D0%B0%D1%84%D0%B8%D1%8F
395,12 век,12 век започва на 1 януари 1101 г,https://bg.wikipedia.org/wiki/12_%D0%B2%D0%B5%D0%BA
396,20 век,20-и век започва на 1 януари 1901 г,https://bg.wikipedia.org/wiki/20_%D0%B2%D0%B5%D0%BA
397,21 век,21-ви век започва на 1 януари 2001 г,https://bg.wikipedia.org/wiki/21_%D0%B2%D0%B5%D0%BA
398,2002,"2002 (MMII) година е обикновена година, започваща във вторник според Григорианския календар",https://bg.wikipedia.org/wiki/2002
399,Уикипедия,"Уикипедия (, ) е многоезична, уеб базирана енциклопедия със свободно съдържание",https://bg.wikipedia.org/wiki/%D0%A3%D0%B8%D0%BA%D0%B8%D0%BF%D0%B5%D0%B4%D0%B8%D1%8F
400,2001,"2001 (MMI) година е обикновена година, започваща в понеделник според Григорианския календар и годината на змията според китайската астрология",https://bg.wikipedia.org/wiki/2001
401,1850,"Събития

 28 март – Сключен е Виенският книжовен договор",https://bg.wikipedia.org/wiki/1850
402,1851,"Събития

Родени

 Аврам Гуджев, български военен деец
 Владимир Палаузов, руски юрист
 Гюрчин Наумов, Български революционер
 Иван Алев, български лекар
 13 януари – Тодор Каблешков, български революционер
 10 февруари – Йонко Карагьозов, деец на националноосвободителното движение
 21 април – Георги Измирлиев, български революционер
 20 май – Емил Берлинер, американски изобретател
 29 май – Леон Буржоа, френски политик
 8 юли – Артър Евънс,
 12 юли – Михаил Поморцев, руски изобретател и аеролог
 8 август – Георги Кандиларов, български просветен деец
 23 ноември – Йонас Басанавичус, литовски общественик
 17 декември – Ото Шот, немски химик и оптик

Починали

 21 януари – Густав Лорцинг, немски композитор, оперен певец и диригент
 21 януари – Алберт Лорцинг, немски композитор, оперен певец и диригент
 1 февруари – Мери Шели, Английска писателка
 22 февруари – Александър Алябиев, руски композитор (* 1787 г",https://bg.wikipedia.org/wiki/1851
403,1852,"Събития

Родени

 ? – Карл Хрон, австрийски журналист
 Димитър Ценов, български предприемач
 Иван Преснаков, български революционер
 Отмар Пурчер, австрийски офталмолог
 12 януари – Жозеф Жак Сезар Жофр, френски маршал
 2 февруари – Атанас Илиев, български просветен деец
 5 февруари – Масатаке Тераучи, Министър-председател на Япония
 26 февруари – Джон Келог, американски лекар
 9 март – Исая Мажовски,
 1 април – Стефан Бочаров, български военен лекар
 10 април – Артур Вирендел, белгийски инженер
 12 юни – Петър Костич, сръбски просветен деец
 25 юни – Антони Гауди, испански архитект
 18 юли – Мария фон Батенберг,
 30 август – Якоб Вант Хоф, холандски химик и Нобелов лауреат (1901 г",https://bg.wikipedia.org/wiki/1852
404,1853,"Събития

 16 октомври: Начало на Кримската война Война между Русия и Османската империя",https://bg.wikipedia.org/wiki/1853
405,1854,"Събития

Родени

 Васил Радославов, български политик
 Иван Стефанов Гешов, български политик
 Кръсто Янков, български зограф
 Константин Иречек, чешки историк
 Найден Илчев, политик
 Стефан Пешев, български революционер
 Танчо Кривчов, български революционер
 1 януари – Джеймс Джордж Фрейзър, британски антрополог
 25 януари – Георги Златарски, български геолог
 31 януари – Стефан Стамболов
 12 февруари – Михаил Маджаров, български политик
 14 март – Пол Ерлих, немски химик и лекар
 15 март – Емил фон Беринг, немски физиолог
 15 април – Антон Безеншек, словенски езиковед
 22 април – Анри Лафонтен, белгийски политик
 29 април – Анри Поанкаре, френски математик
 14 май – Мария Павловна Мекленбургска, Велика руска княгиня
 21 май – Ховсеп Азнавур, османски архитект
 24 май – Лудвиг Александър фон Батенберг, първи маркиз на Милфорд Хейвън
 28 юни – Иван Андонов, български революционер и обществен деец
 3 юли – Леош Яначек, чешки композитор
 10 август – Милан I, Сръбски крал
 11 август – Михалаки Георгиев, български белетрист
 16 октомври – Оскар Уайлд, ирландски писател, драматург и поет
 20 октомври – Артюр Рембо, френски поет
 2 ноември – Исидор Гунсберг, британски шахматист от унгарски произход
 1 декември – Алексей Павлов, руски геолог

Починали

 Маркос Драгумис, гръцки революционер и политик
 Петър Филипов, български резбар
 28 януари – Жером-Адолф Бланки, френски икономист
 6 юли – Георг Ом, немски физик
 20 август – Фридрих Вилхелм Йозеф Шелинг, немски философ
 12 септември – Шарл-Франсоа Брисо дьо Мирбел, френски ботаник
 17 октомври – Владимир Корнилов, руски вицеадмирал
 3 декември – Йохан Петер Екерман, немски писател (* 1792 г",https://bg.wikipedia.org/wiki/1854
406,1855,"Събития

Родени

 Ал",https://bg.wikipedia.org/wiki/1855
407,1856,"Събития

 Създадени са първите български читалища в Свищов, Шумен и Лом",https://bg.wikipedia.org/wiki/1856
408,1857,"Събития

 24 октомври – Създаден е ФК Шефилд, най-старият футболен клуб в света",https://bg.wikipedia.org/wiki/1857
409,1858,"Събития

 Георги Раковски създава първия план за освобождението на България от османска власт",https://bg.wikipedia.org/wiki/1858
410,1859,"Събития

 1 март – Експедицията на английския полярен изследовател Френсис Макклинток достига северния магнитен полюс",https://bg.wikipedia.org/wiki/1859
411,1860,"Събития

 6 ноември – Ейбрахам Линкълн става 16-ият президент на САЩ",https://bg.wikipedia.org/wiki/1860
412,1861,"Събития

 В Загреб е издаден сборникът „Български народни песни“ на братя Миладинови",https://bg.wikipedia.org/wiki/1861
413,1862,"Събития

 Николаус Ото създава първият четиритактов двигател",https://bg.wikipedia.org/wiki/1862
414,1863,"Събития

 9 януари – Откриването на първото в света метро, Лондон, Великобритания",https://bg.wikipedia.org/wiki/1863
415,1864,"Събития

 22 август Първа Женевска конвенция",https://bg.wikipedia.org/wiki/1864
416,1865,"Събития

 1864 – 1866
 11 април – Конфедерацията обявява своята капитулация, с което се слага край на Американската гражданска война",https://bg.wikipedia.org/wiki/1865
417,1866,"Събития

 Първата железопътна линия в България Русе-Варна",https://bg.wikipedia.org/wiki/1866
418,1867,"Събития

 Алфред Нобел създава динамита",https://bg.wikipedia.org/wiki/1867
419,1868,"Събития

 На 6 срещу 7 юли четата на Хаджи Димитър и Стефан Караджа преминава Дунав

Родени

 Георги Капчев, български революционер († 1936)
 Гичин Фунакоши, карате майстор
 Динузулу, зулуски цар
 Екатерина Златарева, българска артистка († 1927)
 Кръстю Гермов, български революционер, късен македонист
 Сатар Хан, ирански политик
 Питу Гули, български революционер († 1903)
 15 януари – Евтим Спространов, български просветен и обществен деец († 1931)
 18 януари – Кантаро Судзуки, Министър-председател на Япония († 1948)
 29 януари – Александър Бърнев, български военен деец († 1922)
 12 февруари – Димитър Добрев, Български морски офицер († 1944)
 15 февруари – Никола Благоев, български историк († 1944)
 22 февруари – Мелетий Велешки, български духовник († 1924)
 16 март – Максим Горки, руски писател († 1936)
 18 март – Вилхелм Щекел, австрийски лекар и психоаналитик († 1940)
 26 март – Фуад I, Крал на Египет († 1936)
 30 март – Коломан Мозер, австрийски художник, декоратор и дизайнер († 1918)
 1 април – Едмон Ростан, френски драматург
 5 април – Анастас Иширков, български учен, географ и етнограф
 14 април – Георги Белев, български революционер и просветен деец
 20 април – Тома Давидов, български офицер и революционер
 27 април – Антон Шипков, български военен и революционер
 27 април – Петър Нойков,
 28 май – Панайот Сантурджиев, български военен деец († 1962)
 29 май – Абдул Меджид II, османски халиф
 6 юни – Робърт Скот, английски изследовател
 7 юни – Чарлз Рене Макинтош, британски архитект
 7 юни – Чарлз Рени Макинтош, британски архитект
 12 юни – Янко Забунов,
 16 юни – Иван Табаков, военен деец
 18 юни – Миклош Хорти, държавен глава на Унгария († 1957)
 27 юни – Иван Аврамов, български военен деец
 12 юли – Стефан Георге, немски поет и есеист
 16 юли – Христо Чернопеев, български революционер († 1915)
 21 юли – Константинос I, гръцки крал
 27 юли – Стефан Азманов, български военен деец
 14 август – Петър Попарсов, български революционер и общественик
 17 август – Едуард Абрамовски, полски учен
 20 август – Димитър Жостов, български офицер († 1935)
 23 август – Пол Отле, белгийски библиограф
 8 септември – Мара Белчева, българска поетеса († 1937)
 8 септември – Велизар Лазаров, български военен деец и спортен функционер
 14 септември – Иван Пожарлиев, български военен
 21 септември – Борис Михайлов, български художник († 1921)
 11 октомври – Хараламби Луков, български военен и революционер
 14 октомври – Миленко Балкански, български военен деец
 8 ноември – Феликс Хаусдорф, немски математик
 1 декември – Никола Генадиев, български политик
 8 декември – Николай Богданов-Белски, руски художник († 1945 г",https://bg.wikipedia.org/wiki/1868
420,1869,"дясно|мини|Входът на църквата в село [[Сваленик]], въздигната през 1869

Събития

 Любен Каравелов застанал начело на БРЦК",https://bg.wikipedia.org/wiki/1869
421,1870,"Събития

мини|205п|[[Бруклински мост|Бруклинският мост]]

 3 януари – Започва строителството на Бруклинския мост в Ню Йорк",https://bg.wikipedia.org/wiki/1870
422,1871,"Събития

 В Русе е създадено певческо дружество",https://bg.wikipedia.org/wiki/1871
423,1872,"Събития

 Общо събрание на БРЦК, на което Марин Цонзъров е единственият депутат с право на два гласа",https://bg.wikipedia.org/wiki/1872
424,1873,"Събития

Родени

 Аргир Манасиев, български революционер
 Мише Развигоров, български революционер
 20 март/1 април – Сергей Рахманинов, руски композитор
 Александър Кошка, български революционер
 Анастас Дуневски, български революционер
 Ахмед Ниязи бей, османски военен
 Блаже Кръстев, Български революционер
 Борис Вазов, български общественик
 Григорис Фалиреас, гръцки военен и андартски капитан
 Митре Влаха, български революционер
 Михаил Чеков, български революционер
 Хасан бей Прищина, албански политик
 Христо Тошев, български революционер и духовник
 Ърнест Винсънт Райт, американски писател
 8 януари – Елена Петрович Негош, италианска кралица
 20 януари – Йоханес Йенсен, датски писател
 28 януари – Колет, френска писателка
 4 февруари – Михаил Пришвин, руски писател
 12 февруари – Евстатий Шкорнов, български революционер
 13 февруари – Фьодор Шаляпин, руски оперен певец
 27 февруари – Енрико Карузо, италиански тенор
 28 февруари – Жорж Тьони, белгийски политик
 9 март – Тане Николов, български революционер
 10 март – Якоб Васерман, немски писател († 1934 г",https://bg.wikipedia.org/wiki/1873
425,1874,"Събития

Родени

 Александър Евтимов, български революционер
 Атанас Иванов, български просветен деятел и революционер
 Васил Чекаларов, български революционер
 Величко Велянов, български революционер
 Джеймс Крафт, индустриалец и изобретател
 Илия Докторов, български революционер
 Константинос Гарефис, гръцки андартски капитан
 Кръстьо Българията, български революционер
 Павел Христов, български революционер
 Стоян Поппетров, български революционер
 Тане Стойчев, български революционер
 18 януари – Георги Атанасов, български художник
 21 януари – Рене-Луи Бер, френски математик
 25 януари – Съмърсет Моъм, английски писател
 1 февруари – Хуго фон Хофманстал, австрийски поет, романист и драматург
 3 февруари – Никола Стоянов, български икономист
 6 март – Николай Бердяев, руски философ
 13 март – Димитър Ташев, български революционер
 24 март – Хари Худини, американски илюзионист
 25 март – Михаил Хаджинеделчев, български учител
 26 март – Робърт Фрост, американски поет
 29 март – Лу Хенри Хувър, първа дама на САЩ (1929 – 1933)
 2 април – Петър Цанев, български военен деец
 28 април – Карл Краус, австрийски публицист и писател († 1936 г",https://bg.wikipedia.org/wiki/1874
426,1875,"Събития

 3 март – Премиера на операта „Кармен“ в парижката „Опера комик“",https://bg.wikipedia.org/wiki/1875
427,1876,"Събития

 14 февруари – Александър Греъм Бел подава молба за патент на телефона;
 22 април – Осветено е въстаническото знаме за Априлското въстание в Панагюрище, изработено от учителката Райна Попгеоргиева Футекова, по известна като Райна Княгиня;
 16 май – Недалеч от гр",https://bg.wikipedia.org/wiki/1876
